playerid,playername,position,team,short_team,teamstrength,cost,total_points,goals_scored,assists,ep_next,ep_this,form,event_points,seasonminutes,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,positionid,firstname,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team_id,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,xG,xG90,defcon_pts
813,Angulo,MID,Sunderland,SUN,3,5,13,0,0,0.8,1.3,1.3,1,401,TRUE,FALSE,100,100,536661,0,0,0,0,0,0,3,Nilson,FALSE,,2026-03-14T22:00:10.584103Z,50,536661.jpg,1.6,FALSE,Angulo,0.0,FALSE,NA,a,17,56,1192,0,942,0,0.3,2.6,,62,2026-02-02,2003-06-19,FALSE,p536661,1,6,0,0,0,1,0,0,0,43,45.4,44.3,89.0,17.8,16,9,10,35,5,0.77,0.12,0.89,7.26,NA,,NA,,NA,,,,433,188,380,195,303,161,401,183,0.17,0,0.03,0.2,1.63,1.35,274,168,241,110,416,178,793,344,1.12,0.22,7.86,0.77,0.17,2
821,Whittaker,MID,Sunderland,SUN,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,570929,0,0,0,0,0,0,3,Jack,FALSE,,NA,45,570929.jpg,0.0,FALSE,Whittaker,0.0,FALSE,NA,a,17,56,298,0,141,0,0.0,0.0,,241,2025-08-24,2006-10-14,FALSE,p570929,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,742,305,736,305,722,301,743,306,0,0,0,0,0,0,476,290,659,252,745,307,812,358,0,0,0,0.00,0,0
822,Jones,MID,Sunderland,SUN,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,571087,0,0,0,0,0,0,3,Jaydon,FALSE,,NA,45,571087.jpg,0.0,FALSE,Jones,0.0,FALSE,NA,a,17,56,379,0,144,0,0.0,0.0,Jaydon Jones,241,2025-08-24,2006-11-03,FALSE,p571087,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,743,306,737,306,723,302,744,307,0,0,0,0,0,0,477,291,660,253,746,308,808,355,0,0,0,0.00,0,0
565,Vicario,GKP,Spurs,TOT,3,4.7,90,0,0,0.0,0.0,0.0,0,2790,TRUE,FALSE,100,100,184254,0,0,-3,3,0,0,1,Guglielmo,FALSE,,2026-03-23T08:30:08.692447Z,47,184254.jpg,2.9,FALSE,Vicario,4.7,FALSE,NA,a,18,6,1364134,0,1530718,0,0.0,19.1,,106,2023-07-01,1996-10-07,FALSE,p184254,7,50,0,0,0,1,0,83,6,412,709.2,10.1,0.0,72.2,35,247,1,0,31,0.00,0.04,0.04,46.21,NA,,NA,,NA,,,,49,12,438,9,771,85,230,12,0,2.68,0,0,1.49,1.61,382,17,711,93,207,25,81,14,1,0.23,0,0.00,0,0
566,Austin,GKP,Spurs,TOT,3,3.9,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,214572,0,0,-1,1,0,0,1,Brandon,FALSE,,NA,39,214572.jpg,0.0,FALSE,Austin,0.3,FALSE,NA,a,18,6,22434,0,27125,0,0.0,0.0,,241,2017-07-22,1999-01-08,FALSE,p214572,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,557,53,542,36,511,21,560,53,0,0,0,0,0,0,773,80,419,42,568,53,339,46,0,0,0,0.00,0,0
567,Kinsky,GKP,Spurs,TOT,3,3.9,20,0,0,3.0,3.0,3.0,5,630,TRUE,FALSE,NA,NA,485055,0,0,-1,1,0,0,1,Antonín,FALSE,,NA,39,485055.jpg,2.9,FALSE,Kinský,1.9,FALSE,NA,a,18,6,199681,0,202233,0,0.8,5.1,,57,2025-01-05,2003-03-13,FALSE,p485055,2,7,0,0,0,1,0,10,0,76,102.6,0.0,0.0,10.3,10,33,0,0,7,0.00,0.00,0.00,5.55,NA,,NA,,NA,,,,389,29,551,42,520,27,432,29,0,1.43,0,0,0.79,1,784,86,111,11,203,24,138,19,1,0.29,0,0.00,0,0
568,P.Porro,DEF,Spurs,TOT,3,5.2,117,1,3,3.2,3.7,3.7,10,2793,TRUE,FALSE,100,100,441164,0,0,-3,3,0,3,2,Pedro,FALSE,,2026-01-28T04:30:09.124754Z,52,441164.jpg,3.4,FALSE,Porro Sauceda,11.7,FALSE,NA,a,18,6,1941721,0,3159803,0,0.7,22.5,,200,2023-07-01,1999-09-13,FALSE,p441164,9,40,0,0,0,10,0,0,8,502,690.2,881.7,202.0,177.5,142,132,76,218,32,1.05,4.37,5.42,37.75,3,,2,,NA,,,,54,24,11,1,184,45,34,2,0.03,0,0.14,0.17,1.22,1.29,213,31,91,28,132,48,34,11,1.03,0.29,7.02,1.05,0.03,2
569,Romero,DEF,Spurs,TOT,3,5,91,4,1,0.0,0.0,0.0,0,1869,TRUE,FALSE,0,0,221632,0,0,0,0,0,3,2,Cristian,FALSE,Knee injury - Expected back 01 Jun,2026-04-12T21:30:08.466916Z,50,221632.jpg,4.0,FALSE,Romero,2.9,FALSE,NA,i,18,6,1033163,0,1247346,0,0.0,18.2,,10,2022-08-30,1998-04-27,FALSE,p221632,5,33,0,0,0,9,2,0,10,305,574.8,133.6,223.0,93.2,139,88,58,197,22,1.39,1.25,2.64,28.32,NA,,NA,,NA,,,https://www.tottenhamhotspur.com/news/1021010/team-news-roberto-de-zerbi-confirms-cuti-romero-out-for-rest-of-season?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,94,41,266,72,161,33,169,57,0.07,0,0.06,0.13,1.36,1.59,252,38,758,261,58,21,113,41,1.06,0.24,9.49,1.39,0.07,2
570,Danso,DEF,Spurs,TOT,3,4.2,63,0,0,3.5,4.7,4.7,8,1489,TRUE,FALSE,100,100,135720,0,0,-3,3,0,0,2,Kevin,FALSE,,2026-02-02T00:30:11.097727Z,42,135720.jpg,2.6,FALSE,Danso,0.2,FALSE,NA,a,18,6,31554,0,35107,0,1.1,15.0,,14,2025-07-01,1998-09-19,FALSE,p135720,4,25,0,0,0,8,0,0,1,219,407.0,49.5,96.0,55.5,165,45,27,192,17,0.62,0.28,0.90,20.15,NA,,NA,,NA,,,,179,72,369,131,291,86,283,90,0.04,0,0.02,0.06,1.22,1.51,637,140,44,20,256,97,379,137,1.03,0.24,11.61,0.62,0.04,2
571,Davies,DEF,Spurs,TOT,3,4.3,10,1,0,0.0,0.0,0.0,0,136,TRUE,FALSE,0,0,115556,0,0,-2,2,0,0,2,Ben,FALSE,Ankle injury - Unknown return date,2026-01-17T18:30:08.916445Z,43,115556.jpg,3.3,FALSE,Davies,0.1,FALSE,NA,i,18,6,4540,0,12248,0,0.0,2.3,,244,2014-07-23,1993-04-24,FALSE,p115556,0,3,0,0,0,1,0,0,1,29,67.4,22.2,52.0,14.2,9,5,5,14,2,0.49,0.07,0.56,1.11,NA,,NA,,NA,,,https://www.tottenhamhotspur.com/news/2026/january/spurs-vs-manchester-city-premier-league-team-news-thomas-frank-hopeful-on-micky-van-de-ven-dominic-solanke-ready-to-start-against-city/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,417,155,411,149,346,115,414,150,0.32,0,0.05,0.37,0.73,1.99,586,124,542,228,142,49,554,198,1.32,0,9.26,0.49,0.32,2
572,Dragusin,DEF,Spurs,TOT,3,4.5,17,0,0,0.2,0.3,0.3,1,515,TRUE,FALSE,100,100,493125,0,0,0,0,0,0,2,Radu,FALSE,,2025-07-21T10:00:05.088977Z,45,493125.jpg,1.7,FALSE,Drăgușin,0.0,FALSE,NA,a,18,6,4541,0,3632,0,0.1,3.8,,177,2024-01-11,2002-02-03,FALSE,p493125,0,13,0,0,0,0,0,0,0,34,130.6,3.2,27.0,16.1,70,14,5,75,5,0.31,0.01,0.32,12.26,NA,,NA,,NA,,,,369,139,471,170,386,135,411,147,0.05,0,0,0.05,2.14,2.27,449,92,343,123,398,146,670,236,0.87,0,13.11,0.31,0.05,2
573,Spence,DEF,Spurs,TOT,3,4.1,78,0,0,2.8,2.7,2.7,6,2049,TRUE,FALSE,100,100,232859,0,0,-4,4,0,0,2,Djed,FALSE,,2026-03-01T22:00:07.861085Z,41,232859.jpg,2.6,FALSE,Spence,0.9,FALSE,NA,a,18,6,310378,0,373149,0,0.7,19.0,,241,2022-07-19,2000-08-09,FALSE,p232859,9,31,0,0,0,4,0,0,3,271,291.0,209.7,207.0,70.5,72,112,44,116,23,0.90,1.77,2.67,31.42,NA,,NA,,NA,,,,251,98,196,50,176,41,237,81,0.04,0,0.08,0.12,1.38,1.36,663,155,129,44,254,95,210,81,1.01,0.4,5.1,0.90,0.04,2
574,Udogie,DEF,Spurs,TOT,3,4.3,29,0,1,1.0,3.0,3.0,7,1335,TRUE,FALSE,100,100,487053,0,0,-2,2,0,0,2,Destiny,FALSE,,2026-04-24T14:30:09.164014Z,43,487053.jpg,1.4,FALSE,Udogie,0.3,FALSE,NA,a,18,6,56076,0,116830,0,0.7,6.7,,106,2022-08-16,2002-11-28,FALSE,p487053,1,25,0,0,0,4,0,0,1,121,207.2,187.0,103.0,49.8,37,70,31,68,14,0.18,0.72,0.90,19.15,NA,,NA,,NA,,,,305,121,219,54,282,81,307,101,0.01,0,0.05,0.06,1.29,1.69,602,135,114,35,432,157,318,116,0.94,0.07,4.58,0.18,0.01,2
575,Van de Ven,DEF,Spurs,TOT,3,4.4,116,4,1,2.5,2.7,2.7,6,3041,TRUE,FALSE,100,100,491279,0,0,-1,1,0,3,2,Micky,FALSE,,2026-03-06T05:30:08.287295Z,44,491279.jpg,3.3,FALSE,van de Ven,17.6,FALSE,NA,a,18,6,3663747,0,4753594,0,0.6,26.4,,152,2023-08-08,2001-04-19,FALSE,p491279,9,50,0,0,0,9,1,0,10,431,683.4,95.2,218.0,99.6,174,121,38,212,35,2.82,0.38,3.20,42.99,NA,,NA,,NA,,,,57,25,301,96,169,38,150,47,0.08,0,0.01,0.09,1.27,1.48,556,118,133,48,143,50,15,6,1.04,0.27,6.27,2.82,0.08,2
576,Phillips,DEF,Spurs,TOT,3,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,548308,0,0,0,0,0,0,2,Ashley,FALSE,Has joined Stoke City on loan for the rest of the season.,2025-07-25T14:55:41.438809Z,40,548308.jpg,0.0,FALSE,Phillips,0.0,FALSE,NA,u,18,6,0,0,2018,0,0.0,0.0,,241,2023-08-05,2005-06-26,FALSE,p548308,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,618,230,610,229,580,226,621,230,0,0,0,0,0,0,727,189,492,192,628,229,743,256,0,0,0,0.00,0,0
577,Takai,DEF,Spurs,TOT,3,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,553299,0,0,0,0,0,0,2,Takai,FALSE,has joined Borussia Mönchengladbach on loan for the rest of the season.,2026-01-02T18:40:16.158468Z,40,553299.jpg,0.0,FALSE,Kōta,0.0,FALSE,NA,u,18,6,1005,0,9209,0,0.0,0.0,,108,2025-07-08,2004-09-04,FALSE,p553299,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,620,231,612,230,582,227,623,231,0,0,0,0,0,0,729,190,494,193,630,230,610,217,0,0,0,0.00,0,0
578,Vuskovic,DEF,Spurs,TOT,3,3.9,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,610799,0,0,-1,1,0,0,2,Luka,FALSE,has joined Hamburger SV on loan for the rest of the season.,2025-09-02T13:17:42.706711Z,39,610799.jpg,0.0,FALSE,Vušković,0.3,FALSE,NA,u,18,6,7334,0,92881,0,0.0,0.0,,97,2025-06-01,2007-02-24,FALSE,p610799,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,578,211,564,210,533,206,581,211,0,0,0,0,0,0,800,234,442,168,589,211,326,119,0,0,0,0.00,0,0
579,Son,MID,Spurs,TOT,3,8.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,85971,0,0,0,0,0,0,3,Son,FALSE,has joined Los Angeles FC permanently.,2025-08-11T01:22:33.649224Z,85,85971.jpg,0.0,FALSE,Heung-min,0.1,FALSE,NA,u,18,6,0,0,25651,0,0.0,0.0,,114,2015-08-28,1992-07-08,FALSE,p85971,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,841,379,841,379,841,379,841,379,0,0,0,0,0,0,10,5,838,378,841,379,457,156,0,0,0,0.00,0,0
581,Maddison,MID,Spurs,TOT,3,6.8,3,0,0,0.5,1.0,1.0,1,34,TRUE,FALSE,100,100,172780,0,0,-2,2,0,0,3,James,FALSE,,2025-08-08T13:57:59.638052Z,68,172780.jpg,1.0,FALSE,Maddison,0.3,FALSE,NA,a,18,6,26746,0,27237,0,0.1,0.4,,241,2023-06-28,1996-11-23,FALSE,p172780,0,0,0,0,0,0,0,0,0,5,2.8,9.5,15.0,2.8,0,4,1,5,0,0.21,0.06,0.27,0.65,NA,,NA,,NA,,,,507,232,449,216,415,204,480,216,0.56,0,0.16,0.72,1.72,0,42,26,287,127,522,243,334,115,0,0,13.24,0.21,0.56,0
582,Kudus,MID,Spurs,TOT,3,6.4,75,2,6,0.0,0.0,0.0,0,1535,TRUE,FALSE,0,0,460842,0,0,-1,1,0,2,3,Mohammed,FALSE,Thigh injury - Expected back 01 Jun,2026-01-04T21:30:13.237860Z,64,460842.jpg,3.9,FALSE,Kudus,9.1,FALSE,NA,i,18,6,3264066,0,5233055,0,0.0,11.7,,81,2025-07-10,2000-08-02,FALSE,p460842,7,20,0,0,0,3,0,0,7,257,333.4,413.8,302.0,104.7,9,95,29,133,19,1.92,2.41,4.33,22.74,NA,,4,,3,,,https://www.tottenhamhotspur.com/news/2026/april/injury-update-mohammed-kudus/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,224,93,83,59,113,68,136,73,0.11,0,0.14,0.25,1.33,1.17,60,38,829,373,75,35,43,15,1.11,0.41,7.8,1.92,0.11,2
583,Kulusevski,MID,Spurs,TOT,3,6.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,445044,0,0,-1,1,0,0,3,Dejan,FALSE,Knee injury - Unknown return date,2025-07-21T10:00:05.109205Z,64,445044.jpg,0.0,FALSE,Kulusevski,0.0,FALSE,NA,i,18,6,1397,0,2306,0,0.0,0.0,,206,2023-07-01,2000-04-25,FALSE,p445044,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,https://www.tottenhamhotspur.com/news/2026/february/live-blog-tottenham-hotspur-vs-newcastle-united-premier-league/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,836,376,836,376,836,376,836,376,0,0,0,0,0,0,59,37,828,372,836,376,723,300,0,0,0,0.00,0,0
584,Tel,MID,Spurs,TOT,3,6.2,78,4,2,4.2,4.7,4.7,3,1334,TRUE,FALSE,100,100,511499,0,0,-3,3,0,1,3,Mathys,FALSE,,2026-03-23T08:30:08.724530Z,62,511499.jpg,2.5,FALSE,Tel,0.5,FALSE,NA,a,18,6,96405,0,53459,0,0.8,12.6,,73,2025-07-01,2005-04-27,FALSE,p511499,3,23,0,0,0,1,0,0,7,266,303.4,457.2,312.0,107.6,19,72,20,111,13,2.47,2.43,4.89,17.29,1,,NA,,NA,,,,244,104,70,54,108,65,127,71,0.17,0,0.16,0.33,1.17,1.55,77,50,52,18,284,117,268,93,0.88,0.2,7.49,2.47,0.17,2
585,Bentancur,MID,Spurs,TOT,3,5.2,86,1,1,3.2,4.0,4.0,5,1880,TRUE,FALSE,100,100,202993,0,0,-3,3,0,1,3,Rodrigo,FALSE,,2026-01-08T18:30:11.365390Z,52,202993.jpg,3.3,FALSE,Bentancur,0.2,FALSE,NA,a,18,6,61528,0,68767,0,0.8,16.5,,230,2022-01-31,1997-06-25,FALSE,p202993,8,25,0,0,0,7,0,0,4,366,349.0,197.8,124.0,67.4,91,131,56,278,23,0.72,0.84,1.56,23.65,NA,,NA,,NA,,,,212,84,210,138,259,143,246,120,0.03,0,0.04,0.07,1.13,1.2,206,128,69,28,150,64,402,137,1.1,0.38,13.31,0.72,0.03,2
586,Bergvall,MID,Spurs,TOT,3,5.2,49,1,3,0.8,0.3,0.3,0,955,TRUE,FALSE,100,100,570526,0,0,-3,3,0,1,3,Lucas,FALSE,,2026-01-21T21:30:07.663440Z,52,570526.jpg,2.1,FALSE,Bergvall,0.2,FALSE,NA,a,18,6,105068,0,113224,0,0.1,9.4,,206,2024-07-01,2006-02-02,FALSE,p570526,3,18,0,0,0,2,0,0,0,163,164.6,106.4,147.0,41.5,18,39,22,79,11,1.23,0.43,1.66,13.66,NA,,NA,,NA,,,,336,151,296,170,237,130,335,160,0.12,0,0.04,0.16,1.29,1.7,218,135,366,166,336,143,404,138,1.04,0.28,7.45,1.23,0.12,2
587,Bissouma,MID,Spurs,TOT,3,5.2,17,0,0,1.0,0.0,0.0,0,600,TRUE,FALSE,100,100,227127,0,0,-3,3,0,0,3,Yves,FALSE,,2026-03-13T15:00:09.881349Z,52,227127.jpg,1.5,FALSE,Bissouma,0.0,FALSE,NA,a,18,6,3806,0,15535,0,0.0,3.3,,132,2022-06-17,1996-08-30,FALSE,p227127,1,17,0,0,0,4,0,0,0,99,89.6,25.5,23.0,13.7,26,30,18,74,7,0.36,0.10,0.46,12.21,NA,,NA,,NA,,,,399,175,402,202,394,197,416,188,0.05,0,0.02,0.07,1.83,2.55,209,129,781,340,426,185,594,223,1.05,0.15,11.1,0.36,0.05,2
588,Odobert,MID,Spurs,TOT,3,5.3,46,0,2,0.0,0.0,0.0,0,972,TRUE,FALSE,0,0,550839,0,0,-2,2,0,0,3,Wilson,FALSE,Knee injury - Unknown return date,2026-02-11T13:00:10.283271Z,53,550839.jpg,1.9,FALSE,Odobert,0.0,FALSE,NA,i,18,6,16481,0,18697,0,0.0,8.7,,73,2024-08-16,2004-11-28,FALSE,p550839,2,13,0,0,0,0,0,0,6,176,158.8,284.3,234.0,67.6,14,53,10,77,10,1.92,1.21,3.13,14.24,NA,,NA,,NA,,,https://www.tottenhamhotspur.com/news/2026/february/wilson-odobert-suffers-acl-injury/?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,342,155,154,101,153,83,245,119,0.18,0,0.11,0.29,1.32,1.2,201,125,791,345,364,156,616,235,0.93,0.19,7.13,1.92,0.18,2
589,Solomon,MID,Spurs,TOT,3,5.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,235674,0,0,-1,1,0,0,3,Manor,FALSE,has joined Fiorentina on loan for the rest of the season.,2025-09-02T13:17:42.731308Z,54,235674.jpg,0.0,FALSE,Solomon,0.0,FALSE,NA,u,18,6,115,0,1483,0,0.0,0.0,,105,2023-07-11,1999-07-24,FALSE,p235674,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,823,366,823,366,822,366,823,366,0,0,0,0,0,0,162,99,798,350,823,366,771,329,0,0,0,0.00,0,0
590,Bryan,MID,Spurs,TOT,3,4.9,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,436234,0,0,-1,1,0,0,3,Bryan,FALSE,has joined Girona permanently.,2025-09-22T09:26:56.310666Z,49,436234.jpg,0.0,FALSE,Gil Salvatierra,0.0,FALSE,NA,u,18,6,675,0,4517,0,0.0,0.0,,200,2021-07-26,2001-02-11,FALSE,p436234,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,796,347,792,347,789,346,796,347,0,0,0,0,0,0,319,197,740,310,796,347,667,266,0,0,0,0.00,0,0
591,Gray,MID,Spurs,TOT,3,4.8,61,2,2,0.0,0.3,0.3,1,1471,TRUE,FALSE,100,100,547701,0,0,-2,2,0,0,3,Archie,FALSE,,2025-10-31T09:00:09.658347Z,48,547701.jpg,2.5,FALSE,Gray,0.1,FALSE,NA,a,18,6,26083,0,30863,0,0.1,12.7,,241,2024-07-02,2006-03-12,FALSE,p547701,5,28,0,0,0,5,0,0,6,237,259.4,138.1,158.0,55.5,65,56,11,132,18,1.50,1.29,2.79,24.80,NA,,NA,,NA,,,,271,114,261,163,229,124,284,144,0.09,0,0.08,0.17,1.52,1.71,373,232,357,161,274,111,437,149,1.1,0.31,8.08,1.50,0.09,2
592,Moore,MID,Spurs,TOT,3,5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,499721,0,0,0,0,0,0,3,Mikey,FALSE,Has joined Rangers on loan for the rest of the season.,2025-08-11T01:19:38.328172Z,50,499721.jpg,0.0,FALSE,Moore,0.0,FALSE,NA,u,18,6,0,0,689,0,0.0,0.0,,241,2024-05-01,2007-08-11,FALSE,p499721,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,813,360,812,360,809,359,813,360,0,0,0,0,0,0,270,164,767,329,813,360,805,353,0,0,0,0.00,0,0
593,P.M.Sarr,MID,Spurs,TOT,3,4.5,71,2,4,1.2,1.3,1.3,0,1388,TRUE,FALSE,100,100,482442,0,0,-5,5,0,0,3,Pape Matar,FALSE,,2026-04-24T14:30:09.185437Z,45,482442.jpg,2.7,FALSE,Sarr,1.0,FALSE,NA,a,18,6,418435,0,620573,0,0.3,15.8,Pape Matar Sarr,189,2021-08-27,2002-09-14,FALSE,p482442,3,23,0,0,0,3,0,0,2,313,336.0,188.3,156.0,68.2,74,77,32,183,13,1.63,1.11,2.74,26.67,NA,,NA,,NA,,,,221,91,218,144,230,125,242,118,0.11,0,0.07,0.18,1.73,1.49,444,265,230,103,239,93,200,70,0.84,0.19,11.87,1.63,0.11,2
594,Min-hyeok,MID,Spurs,TOT,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,623095,0,0,0,0,0,0,3,Yang,FALSE,has joined Coventry City on loan for the rest of the season.,2025-08-11T01:24:33.782871Z,45,623095.jpg,0.0,FALSE,Min-hyeok,0.0,FALSE,NA,u,18,6,0,0,2838,0,0.0,0.0,,114,2025-01-01,2006-04-16,FALSE,p623095,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,772,330,765,329,752,326,772,330,0,0,0,0,0,0,512,320,692,280,772,330,744,313,0,0,0,0.00,0,0
595,Olusesi,MID,Spurs,TOT,3,4.3,1,0,0,0.0,0.0,0.0,0,14,TRUE,FALSE,NA,NA,499726,0,0,-2,2,0,0,3,Callum,FALSE,,NA,43,499726.jpg,1.0,FALSE,Olusesi,0.2,FALSE,NA,a,18,6,26162,0,32523,0,0.0,0.2,,241,2024-11-06,2007-03-11,FALSE,p499726,0,0,0,0,0,0,0,0,0,3,0.6,1.8,0.0,0.2,0,2,0,2,0,0.00,0.01,0.01,0.75,NA,,NA,,NA,,,,522,237,481,231,632,237,523,240,0,0,0.06,0.06,4.82,0,610,362,556,183,478,208,377,131,0,0,12.86,0.00,0,0
596,Solanke,FWD,Spurs,TOT,3,7.1,40,3,0,0.2,0.0,0.0,0,997,TRUE,FALSE,100,100,154566,0,0,-4,4,0,1,4,Dominic,FALSE,,2026-04-25T22:30:09.551266Z,71,154566.jpg,2.7,FALSE,Solanke-Mitchell,1.1,FALSE,NA,a,18,6,287630,0,674667,0,0.0,5.6,,241,2024-08-10,1997-09-14,FALSE,p154566,0,21,0,0,0,1,0,0,4,187,205.0,84.1,339.0,62.7,16,33,22,71,11,2.97,0.34,3.30,17.80,NA,,NA,,2,,,,307,31,316,39,95,29,259,30,0.27,0,0.03,0.3,1.61,1.9,34,14,834,93,252,28,193,29,0.99,0,6.41,2.97,0.27,2
597,Richarlison,FWD,Spurs,TOT,3,6.5,119,11,4,5.5,3.7,3.7,2,1954,TRUE,FALSE,100,100,212319,0,0,0,0,0,2,4,Richarlison,FALSE,,2026-01-11T18:30:11.144475Z,65,212319.jpg,3.7,FALSE,de Andrade,8.7,FALSE,NA,a,18,6,3496546,0,3143422,0,0.6,18.3,Richarlison,30,2022-07-01,1997-05-10,FALSE,p212319,7,27,0,0,0,5,0,0,17,505,602.6,239.6,815.0,165.2,60,60,27,147,20,8.64,1.46,10.10,25.64,NA,,NA,,5,,,,82,7,173,17,13,6,44,8,0.4,0,0.07,0.47,1.18,1.24,49,18,93,15,94,8,47,9,0.92,0.32,6.77,8.64,0.4,2
598,Lankshear,FWD,Spurs,TOT,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,552427,0,0,0,0,0,0,4,Will,FALSE,has joined Oxford United on loan for the rest of the season.,2025-08-11T01:18:54.659436Z,45,552427.jpg,0.0,FALSE,Lankshear,0.0,FALSE,NA,u,18,6,0,0,5159,0,0.0,0.0,,241,2022-12-08,2005-04-20,FALSE,p552427,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,735,78,729,77,713,76,736,78,0,0,0,0,0,0,467,66,651,66,739,79,686,87,0,0,0,0.00,0,0
599,Scarlett,FWD,Spurs,TOT,3,4.3,2,0,0,0.0,0.0,0.0,0,7,TRUE,FALSE,0,0,490145,0,0,-2,2,0,0,4,Dane,FALSE,has joined Hibernian on loan for the rest of the season.,2026-02-02T13:40:54.997559Z,43,490145.jpg,1.0,FALSE,Scarlett,0.5,FALSE,NA,u,18,6,60820,0,113104,0,0.0,0.5,,241,2020-08-21,2004-03-24,FALSE,p490145,0,0,0,0,0,0,0,0,0,5,1.0,4.1,2.0,0.7,0,1,0,1,0,0.00,0.01,0.01,0.03,NA,,NA,,NA,,,,519,63,466,60,460,62,508,61,0,0,0.13,0.13,0.39,0,605,86,552,55,476,56,265,41,0,0,12.86,0.00,0,0
